MFR,meter_id,RUN_STATUS,RUN_YEARS,COMM_TIME_LOC,COMM_TIME_DIST,CPU_RATE,CPU_RATE_AVG,DISK_RATE,DISK_RATE_AVG,TEMP_ERR_RATE,ONLINE_DUR,ONLINE_TIME,SIG_STR,ONOFF_NUM,ONOFF_30D_NUM,OFFSET_TIME,FLOW_STAT,METER_NET_RATE,CUST_NUM_FLAG,COLL_FAIL_RATE_7D,METER_FAIL_RATE,POWEROFF_NUM_30D,TASK_SUCC_RATE,,is_removed
华为,TERM_01197,0,0.968026816152233,32.33235914307082,42.02565378018086,13.764223952607427,17.04729252614371,50.54054732069973,58.15092784665184,0,7424.47038100184,71180.972105068,-55.47164034,32,12,4.931389800808839,0.8265964847276386,0,0,0.09277623067605664,0.004064383536692185,3,0.8744768444700572,0,0
中兴,TERM_01198,0,10.011867352398825,75.73746575177138,69.35495229333903,57.96486293446506,54.03775470302616,63.555386194318174,60.16146886935405,0.09443471884237482,1407.5724872790656,5829.014088324478,-117.3386986,372,74,500.8010619888764,0.08995310618356406,0.20585233696314884,0,0.2908698478910943,0.1514010157070559,27,0.6186538600918353,1,1
威胜,TERM_01199,0,2.576260536950252,14.88735324542511,78.8695436028072,23.0111708540063,26.720478960956505,34.713845126400145,22.238897747656694,0,5822.603246348455,67943.11866926006,-72.7830384,26,9,76.4288199664153,0.6895783738077442,0.022468340891637253,0,0.1495163065959175,0.04525666392193669,12,0.8950269030249418,0,0
中兴,TERM_01200,0,3.277231359151221,28.70000755763617,43.35386834499756,30.772457946558532,21.28091078527501,43.554295781002544,29.043939171398307,0.013104468866014081,7609.98387822271,67419.78261223335,-57.84806495,66,12,31.27003858833583,0.8564652495517064,0.04377236487253118,0,0.008407065600219907,0.019442687907281552,0,0.9563057807002526,0,0
华为,TERM_01201,1,8.805430514562461,61.72932957383334,136.44630749874634,57.722568396223856,38.558906074725456,66.35046540214158,67.36033792010373,0.09814349760340979,708.7598738532478,3642.2479985332334,-118.9781046,373,72,484.6436358038599,0.19538460869171365,0.26007348703885325,1,0.261219364494125,0.16609942881801631,32,0.5195448587036642,1,1
中兴,TERM_01202,0,5.32633649430917,43.293663542227236,39.64850530785494,27.575976007782884,20.261503763502777,49.68657860662547,38.437418601745804,0.10480471223194682,6466.408558233252,54515.24481747423,-69.26978718,90,12,140.4177144430054,0.7734124187750832,0.01040881848072129,1,0.11002065613036172,0.05531232767165826,5,0.9620234483864363,0,0
威胜,TERM_01203,0,8.493083681866114,60.35476078268272,119.01208512986754,54.85745130961003,45.67720430411547,63.3083131077389,51.52157218717591,0.1832448620455721,69.46442837083191,17816.326135570638,-104.3675658,360,59,405.9827854959891,0.3085958324460813,0.09906840292654466,0,0.14193888132586263,0.1511827664665827,37,0.7292815367834053,1,1
华为,TERM_01204,0,4.346639397094012,25.47822085408278,55.69378710063357,18.62347177140782,6.155578945777986,39.869625253300434,31.7797181071102,0.08790952342688332,6519.987762027691,45255.21683847992,-72.35065082,164,26,212.99632923190458,0.45109971660169856,0.058461338879465134,0,0.10305516794295107,0.08609615264846991,11,0.8215018913894985,0,0
华为,TERM_01205,0,2.6514849562759406,32.469945401328246,32.583529348730224,36.32108126636686,37.82433228821307,33.854955915732816,34.832504346417224,0.02206202829103386,6616.354372965522,72763.01087646784,-61.25241788,103,0,118.88582434035288,0.7527531448719007,0.07406113189254897,1,0.09324325521236526,0.06618055773254414,2,0.8985281374049441,0,0
威胜,TERM_01206,0,7.476584445805718,74.30521624010628,93.46119394809924,58.7897606738914,47.10780203227433,46.589250776453675,39.38290713302609,0.10927892604745292,1737.1100855290128,10740.030976861235,-106.7718727,264,53,422.60347655615567,0.17921017079021012,0.20380663199903576,1,0.20747259958705697,0.16383501848789261,35,0.6405504657316969,0,0
华为,TERM_01207,0,8.445035781709535,92.17849697208908,107.90459400123413,42.413541563286266,40.32747083344687,49.11150202026948,39.06183255294169,0.11954938537022597,2181.562822216165,27621.24521806084,-103.7839181,283,65,358.0124296357962,0.3571829737588643,0.17367195466207078,0,0.16538828274246276,0.12138296353957655,18,0.7601687350070143,1,1
威胜,TERM_01208,0,2.601517258704144,38.60232483052005,76.00435770403043,32.597229962696495,37.66820157446907,60.22095559509182,62.496597914840756,0.103647302656172,4839.08053458513,25313.813775286704,-102.4323405,225,43,299.13391273811936,0.5391536242599356,0.12602675395257776,0,0.16860078828753572,0.1064728260262164,20,0.7027648625134343,0,0
威胜,TERM_01209,1,8.879717262905293,107.20370615215182,90.54961120134975,49.964541993394555,39.21496992089039,80.346648232772,81.59834759581918,0.15204351269008656,1135.770295071842,0,-115.5797084,424,76,458.0797754042582,0.09917853113210422,0.19170565188003802,0,0.2922786703024204,0.22093664455586912,30,0.6227910797817027,1,1
鼎信,TERM_01210,1,13.953030286690456,71.63172542729313,49.15577827840855,47.97551135135902,41.82082466411274,63.24393475898178,68.24633164912662,0.10807858715929028,1302.7369558240403,0,-110.0337235,372,80,508.5740290895035,0.2686023916801693,0.20035891089861632,0,0.2582066862787486,0.17676054155792859,38,0.5646502217461484,1,1
林洋,TERM_01211,0,3.6453225601260733,53.335638049758415,59.97772737937699,17.594113488496113,19.35765431198159,31.022171310837955,34.13015459348388,0.04339074239462513,6103.0163313452895,46329.88666364305,-79.28430189,106,28,129.16604763078516,0.6041510050090475,0.1057751804498889,0,0.009404790782861577,0.04141658403576495,8,0.851397709664374,0,0
林洋,TERM_01212,1,7.4719776574423244,104.76902926350434,107.22436984450253,47.419388398513945,40.34239223433896,80.46719401299825,81.82069022836995,0.16235325549078491,764.3430654278036,0,-123.6529713,398,73,498.4328473136664,0.16338607639957198,0.17598845527731918,1,0.29655952609893677,0.14918709994678178,28,0.6675616864346817,0,1
威胜,TERM_01213,0,2.529465426453938,38.49454794178722,50.16333487292307,6.636055223229018,3.2980026685063155,53.51061381711956,44.00316349251333,0,6015.100185920802,57368.27323931612,-57.25242653,105,22,73.86945991396203,0.9152978572417905,0.05640763324004366,0,0.025913940231836866,0.03463094014600929,8,0.8494821497174219,0,0
华为,TERM_01214,0,2.760564436423145,17.19208330861657,3.5207740432812393,22.266199776745502,20.462670215355992,46.75778332093081,45.711955079886295,0,6932.685643805094,56979.16684876106,-50.34958724,23,13,105.2021161238888,0.8699446843555231,0.008650231383242404,0,0.015309162581488234,0.06804576764778236,3,0.9137713477605687,0,0
华为,TERM_01215,1,11.933563707469036,65.22849655227628,62.71016914052367,57.80629835771801,53.67427243994164,54.527088975009676,56.814900619391594,0.16192171266993993,776.7271808251153,10001.121861778687,-124.8894747,418,72,453.5296315331377,0.16958369106394383,0.2058205354377098,1,0.25809551976432077,0.1731220164748674,39,0.6032494173202583,1,1
中兴,TERM_01216,0,11.252579055189912,47.35752888516319,78.82606487422268,62.610997501924246,55.36943112670562,68.46828336063686,74.60307281608478,0.11390416073497905,1786.6455459547738,16379.183689227408,-87.17692413,310,71,405.671417791178,0.23911909667808517,0.16617701540766391,0,0.22268438129038676,0.16454125808396522,29,0.630107664048919,1,1
华为,TERM_01217,0,0.5,49.416085575752895,60.27788628565404,28.82908688524962,19.92468483072633,41.33164929966337,37.35839705004213,0.003929739209982118,7966.3697391079795,69201.4777456007,-53.17523281,25,4,0,0.9302698556028541,0.10178840338522431,0,0.012842069789132205,0.009498466028752393,12,0.9109617494381397,0,0
中兴,TERM_01218,0,12.592991002431797,78.58293739493281,60.50271042680796,50.148480512349344,39.67457956225459,75.52363935610904,67.57188178325998,0.1693247702043008,508.07865175698896,8793.012716000167,-106.1455589,359,65,490.13203668339276,0.13542465821609664,0.13775640238463735,0,0.26128219338127323,0.1656050626731957,29,0.6044961274873986,1,1
华为,TERM_01219,0,5.118177363402004,45.52310010979899,97.8384048597007,42.071962783993364,40.05453185785305,57.55644691494084,47.25165694251578,0.09257190058126352,3872.094187446165,31637.083511055436,-96.90357701,253,42,352.2905544886125,0.5091743704656914,0.15636294611093723,0,0.16517030998038704,0.16764261151820348,27,0.6492713355834578,0,0
中兴,TERM_01220,0,1.425611474830072,16.642577090713417,65.10809911583739,36.70472997207936,28.415300718642516,34.393242750823,35.26982486492193,0.023376344665804363,7099.641716814045,62673.60312305162,-65.73975078,90,21,67.77094798781167,0.6844677884115583,0.04009066207850197,0,0.015095312323831475,0.050989283689968704,6,0.8732163131533216,0,0
中兴,TERM_01221,0,2.897526426875012,29.447368565499374,72.4727377003844,20.371655534008692,21.351536650813596,34.419299961211834,25.418915488050672,0.014601658621203186,7829.169241964734,61084.36192428876,-58.02785296,82,18,64.22407081439107,0.8009337630602062,0.06255102371899417,0,0.01486044028877865,0.0001806880426316812,3,0.9192441968865005,0,0
林洋,TERM_01222,0,4.457408134721408,69.99362403505175,99.7285632853145,53.31693427043369,56.26277048664188,74.7287321636288,70.37219225400507,0.1135634435704449,1855.5726354585388,11175.590156559541,-114.1186547,317,68,395.5279129623998,0.19380221917634893,0.18625052320681248,0,0.19686682849985354,0.11796609508361022,32,0.5946306692055634,0,0
威胜,TERM_01223,0,7.166566659207697,50.79223046114167,99.36117148609293,49.19908620807824,38.41502572981334,68.58623258551975,58.30463874865756,0.10412703442687449,1295.724373356972,12992.282300194805,-97.09780591,336,77,445.9450637727109,0.19158864850555185,0.16452822109797696,0,0.22181957456777077,0.1414724402177061,26,0.6294402418254584,0,0
华为,TERM_01224,0,0.5,33.899732475017636,37.316303104037786,20.84626011459744,19.53722269400048,22.385241582523598,16.431711630787483,0.005187325279678181,8555.595057908511,77413.10234285038,-56.17857414,42,12,58.945509080145285,0.8527158064816688,0,1,0.014117715955770153,0,7,0.9340577964899929,0,0
威胜,TERM_01225,0,2.7899881620768525,26.16902041447009,38.75233573049524,21.323385463815796,26.61831394278748,52.63680711230198,50.27072173208368,0,8437.626860710308,62546.13405916218,-60.06331902,53,1,24.735799883127736,0.7256110549564065,0,0,0,0.048780518392976896,5,0.9846882068595383,0,0
林洋,TERM_01226,0,1.5424949745525962,58.4373596958451,54.848717708052156,23.40216602179296,14.125499007862839,51.97481998283809,48.59032342268189,0.021677696497856114,6414.938875643073,61657.28334795958,-74.3350144,55,15,59.45205003463241,0.7787997473132788,0.051025195268565096,0,0.03864237546873335,0.0416284552258943,10,0.9820648250578533,0,0
威胜,TERM_01227,0,4.3785597594662615,72.75413087177071,88.59131200232689,48.89428353061449,49.89749327681078,69.44611620749603,68.87380965400672,0.06580183929505432,4184.772806242955,41312.59458780995,-83.59756019,229,48,238.87399615823998,0.45393098591609254,0.0899628495660351,0,0.1710226357690629,0.11362212353272079,23,0.7914606666516967,0,0
中兴,TERM_01228,0,7.568165667776576,33.34561118390968,85.3955676141607,47.267148852176454,45.076802318594055,76.25203308998363,63.0074781074341,0.13657624609993838,1592.7035984201957,13760.38687097677,-108.4980173,321,61,421.65317126809435,0.1116072930130914,0.1669107595354495,0,0.2231683686322076,0.16629417571188412,33,0.5820541445685057,0,0
华为,TERM_01229,0,5.582366574354472,96.56837326560475,117.24222054968092,52.53058327060287,52.33300533207332,53.37290371328243,47.67364327752435,0.16606325465963212,1441.8754295850003,16846.359352358395,-114.167955,342,73,378.26617873282305,0.2130809554165779,0.12499283479275207,0,0.24338442300497767,0.15618259198662457,32,0.6271999254874612,0,0
中兴,TERM_01230,0,2.9581360042107163,50.30499211577171,109.71802933846217,41.23521346445812,32.45319350811951,44.39636120502831,36.57515852057877,0.04217226127085612,7158.277467583055,61009.19020962196,-65.20100534,102,26,114.8969694697835,0.7895854349681832,0.06658900715527116,1,0.10218776190977177,0.07961076607516236,13,0.8927106316871434,0,0
鼎信,TERM_01231,0,3.0342040406687776,47.51215629424734,69.71538438084497,44.52338755635019,49.04931210746814,60.31381580043466,49.41970392733813,0.09020994050581746,4052.228421783414,40959.12899736152,-86.90040085,217,40,305.77575583569944,0.31742421307667756,0.09236937576563312,0,0.0843844286610336,0.14962947348398475,20,0.7345870413231373,0,0
中兴,TERM_01232,0,3.0836403378239132,15.11351118816675,46.22233019539029,14.543342421236186,6.194990122550864,22.35803371026369,12.8609510797031,0.020219369175696677,7708.744786137817,72872.64509138801,-59.64754158,47,26,54.23278789083779,0.8688352183589496,0.011625483657478489,0,0.01095530306193004,0.07778622825483952,0,0.9399892906088244,0,0
中兴,TERM_01233,0,5.444378138824231,35.474296631096145,33.103432775863865,28.093509255802424,26.296730134616546,27.925346353385187,17.560855253890317,0.002712382668776582,6358.928911814431,53445.98742323667,-60.64592634,50,18,58.67452919636667,0.8853785045392126,0.0833858882737705,0,0.08920866136240449,0.017564169561573043,8,0.9449216559275555,0,0
华为,TERM_01234,1,11.905838169179034,71.49123165337865,88.2034548563158,77.57304825020161,72.25687038386432,75.7862107291143,72.88579576902046,0.16446760358345647,769.7539322441431,3372.7358633368467,-116.9019928,386,77,516.0880978170792,0.10306919173512466,0.19597434250829318,1,0.26198526165899916,0.17980033926145036,34,0.6079001099568868,1,1
威胜,TERM_01235,0,2.645076539348274,22.28951736920806,66.827504511431,23.702646638552093,21.385912669938758,46.192108158596554,43.592941556875815,0.03405295004589956,8404.540365814282,65007.35447423176,-62.26377302,50,0,97.8582690797981,0.9492170708033048,0.057916345218628935,0,0.07076633670297611,0.04109884239040272,8,1,0,0
中兴,TERM_01236,0,8.607695199501592,98.2967665509565,94.27032714961935,62.51822590386309,52.6011269421582,90.3302927244238,90.58403804314678,0.13524278222140995,993.8475696197142,12333.119672608103,-121.4550042,337,73,417.321073288843,0.26268006257151044,0.1541036700181827,1,0.2711838948622152,0.22995933427518872,41,0.5546298735015684,1,1
威胜,TERM_01237,0,3.9507789369827524,81.68595550436437,83.05368494403108,50.85290951712249,39.71609044698123,59.356152445881364,56.324529670297245,0.12848941985883883,2258.4016602429538,16996.33333003519,-103.4762009,272,66,375.52518027546813,0.3128935541042516,0.16695920713565945,0,0.25277549863864096,0.137814084,23,0.7073468093732657,0,0
威胜,TERM_01238,0,6.697376937792095,38.503108771133896,54.12525656226193,38.49211177579793,34.92726607093021,32.42298678522644,28.375810373047745,0.07683914162970944,4259.631820425039,42075.24753972914,-98.06111411,176,37,205.36192878914252,0.5722983044500759,0.10623462830977308,0,0.05223836933913287,0.12166707899066541,15,0.7240620643366361,0,0
威胜,TERM_01239,0,3.2163632707477103,35.94831434233647,27.7129885902158,19.72076170014256,12.884498968804335,33.792127215369156,29.26547404194801,0.021097664420125742,8006.74449872459,70106.51359077013,-45,0,0,34.0037543465016,0.8936023595391476,0,0,0.01745943645845363,0.0032686932341176173,0,0.9043297413711157,0,0
中兴,TERM_01240,0,1.2760626701412008,24.56632870977122,5.974432227969574,11.868729284546493,4.8622771046898325,43.44604884889982,42.49999607541956,0.03987378361677428,8041.652379451709,71676.38956613539,-45.52313413,0,0,45.367609929227264,0.9389325768896056,0.02188893395708847,0,0.05832319636584669,0.04926835637625611,0,0.9919597670529761,0,0
华为,TERM_01241,0,13.040462958126344,30.604246736324676,12.791226080702817,26.748042871405197,24.472134583603687,34.6458452722114,17.004710906018122,0.0004035998131220568,6905.516570777962,63459.33943968134,-69.30018813,65,14,0.03798992103280341,0.9847900742573787,0.024278331959364866,0,0.08427139422269997,0.039696812115094265,3,0.8140740743844908,1,1
中兴,TERM_01242,0,4.9291533227887925,50.90280132911133,81.0551265092858,32.28833389356711,19.814947438729106,55.33085130413789,49.976065001980416,0.12658995541040124,3905.402839560148,29777.54873798167,-102.3790102,271,50,260.8185135339129,0.49862066778817316,0.12748706428161435,0,0.22334399794846993,0.08804444346978174,18,0.7717207572923284,0,0
林洋,TERM_01243,0,3.4579172058513827,44.92639661598795,105.7630319830617,31.800178734860566,32.83459318949485,41.09125970063057,37.99447312356565,0.011969201421528824,5440.756724227113,44736.95935722898,-68.8832019,173,38,218.1114101517335,0.7330837000453774,0.04465629270209649,0,0.17045192110900967,0.08080764140785088,18,0.76269045706441,0,0
华为,TERM_01244,0,3.0060407376360994,11.807408519810135,34.713009185683056,37.24718050751669,32.84474493455021,48.640341930219215,54.37812611005753,0.03669424959372468,7562.2109158858775,68606.86852488195,-59.50356031,0,6,3.859472678104961,0.7682022260058283,0,0,0.08879115987557726,0.04721037388743491,4,0.9294111572770719,0,0
中兴,TERM_01245,0,12.840288608268365,35.30831801725904,58.675404734639265,44.80518436927976,43.61933009720933,64.65445171743752,52.98499922376728,0.1038659931297629,3017.451003344201,29186.750289142838,-95.76527299,264,52,346.2077309839639,0.3491614113628424,0.09242094807689649,0,0.15284905231351986,0.04780294998048447,20,0.696423716996916,1,1
中兴,TERM_01246,0,3.584516499701066,16.410709967361925,79.08389971135271,12.961262052373609,10.598003228778987,27.103050843004283,15.221892811241975,0,8760,80000,-55.37311742,0,6,26.546757619054596,0.8943851203574334,0,0,0.06825086717586466,0.04886139761829214,5,0.9476660168744914,0,0
中兴,TERM_01247,0,2.244010408996337,39.49432612225504,56.15698461935119,34.113718980808024,32.02620712045179,40.44404911830976,21.81825744354395,0.08352631120034541,5352.368743085189,42527.30342326854,-85.31563436,101,27,180.6511800781038,0.7637491413219593,0.05607172795125025,0,0.17869117210717173,0.030873528949002638,11,0.8632429359591482,0,0
中兴,TERM_01248,0,1.5245291620126358,34.88813073770149,58.96635191393022,22.90208622415905,11.909799756165034,34.61948014437157,21.274796523771972,0,6068.173598844159,60607.098799700885,-60.6287859,80,4,120.3354881678225,0.6100622399654333,0.06837781361050681,0,0.1327592463440761,0.046436721090164536,4,0.9387919331903936,0,0
中兴,TERM_01249,0,1.4061135184137248,47.173214654166735,31.710671828002518,26.006545537842747,26.829986012772935,20.899232301307865,14.991404885965702,0.07673847371591805,6494.780790551879,68887.9796488885,-59.75767651,54,24,56.42174048212995,1,0.04588250026633059,0,0.07578324773216064,0.03984776016682346,0,0.9119983540085246,0,0
林洋,TERM_01250,0,5.686778778138536,39.936895750850134,66.92141921539096,27.57114102089907,23.93571159706535,42.24075118961368,32.89655258369896,0.1371467689192577,4827.87126675071,36911.38092210661,-82.44804605,167,43,209.31931032485065,0.5603057288368544,0.09909317236182912,1,0.18379096457159289,0.014589492893390593,8,0.8321727606055201,0,0
林洋,TERM_01251,0,2.3126594409018226,28.92498225106202,72.38982269707424,92.06774608640723,27.11458156706414,97.14570340256702,15.019711402640208,0.03398651987995653,45.77177835847831,59482.09358159863,-86.56092599,484,21,97.78930366500552,0.8291968779874825,0.027848589774066155,0,0.5759235908062189,0.03869731508131555,5,0.3252177633216014,0,0
林洋,TERM_01252,0,5.427846614258094,95.07413402375484,86.59847004592937,57.3293833569751,51.70293400043456,76.12653124806639,71.26410508068177,0.10633138943737014,578.3845475718833,5094.123106684931,-110.011057,407,63,465.91107538948734,0.17207088805606277,0.1828204689067036,1,0.24176367809421334,0.19602975245926268,33,0.5649594424421418,0,0
林洋,TERM_01253,0,6.463108239384968,71.38116440630672,81.25248430179033,47.79566492319801,44.606345485943635,76.4632493790725,74.95708567008968,0.11800587822304269,453.4942634401481,5248.96143682535,-110.1670121,353,80,388.7008182500286,0.11852880089583431,0.21884490242667945,0,0.22062698478708623,0.23703656776006946,36,0.5796936748185718,0,0
林洋,TERM_01254,1,7.776128873442209,90.2551546091948,74.91621372667917,61.705732930901554,57.60687705172479,65.98656310680782,61.061593198869595,0.17515125898775646,305.7843101763208,0,-118.8506332,387,76,504.8224763601973,0.2605081737469042,0.20358297943274817,0,0.19076375796439846,0.2194021496720704,24,0.684842197752013,0,1
威胜,TERM_01255,0,2.026708235954529,34.85438434679757,70.54867892995205,47.46919975871783,45.45541021247723,47.5362658664992,42.69645632071434,0.042285983631774555,5675.894401595838,49067.90685162303,-66.75812516,117,32,206.521923631934,0.6447791109621047,0.09826799272746962,1,0.13681778835174221,0.1011064737509065,20,0.7840748949229728,0,0
林洋,TERM_01256,0,1.6641695129703313,32.58203131875015,35.47154524601741,22.910948490142967,26.177899072446273,53.82819513762696,51.24985041340143,0,6416.7824085210605,53622.61223004203,-61.04501829,113,24,126.89442841409071,0.6564422975278854,0.04658960649880352,0,0.07977405249964953,0,5,0.8783442748470922,0,0
林洋,TERM_01257,0,7.582849325044134,59.557729616932335,87.61747368400376,42.16706074007874,31.983878483187848,56.93059854697029,40.93434403647162,0.07787393361680875,5186.553079853052,46080.93144710921,-78.4868132,176,31,202.65520246737316,0.6086511298352769,0.07809703023815925,0,0.12715739121929687,0.0834373378677928,13,0.8177966840696363,0,0
威胜,TERM_01258,0,0.8240390183375896,15.73855394097496,28.195789412669647,24.109391445377533,22.86076398784491,55.7171609837846,51.49112850719277,0.03949586389026521,8517.715717729316,61938.92662820613,-68.34126629,0,11,16.78060571753058,0.932367488323206,0.03908947415471142,0,0.05744500868900195,0.07803496777946249,0,0.9492019952242985,0,0
中兴,TERM_01259,0,4.163055655674268,62.75005087832493,51.69971233728424,40.877184669972806,35.34068964845386,53.03856999224127,47.588974274502014,0.08720713908700214,4393.015413318374,43861.19985074537,-93.80516972,177,27,241.55553779029458,0.5737711194715397,0.07127913536322769,0,0.1067643470920484,0.12937803409192355,13,0.8466942733800543,0,0
华为,TERM_01260,0,1.938272406454411,1,55.284171261184646,30.46292490345346,31.175648534684857,52.379599462744835,47.33699872945042,0.041612652777834894,7114.6675656899515,68932.45996502266,-65.88057783,0,8,80.06144580713227,0.8680856059626851,0.031053312999253763,0,0.08601152191194023,0.01930272531210554,2,0.8891935423313865,0,0
威胜,TERM_01261,1,7.077732545887645,65.16973706254667,113.70128164522193,55.84910891959116,58.97734860272654,69.25817827552522,60.75381989291828,0.19136360272933128,913.2924366291652,5430.772824912993,-118.8445078,338,91,478.77794606424914,0.16915432563203261,0.1969013571464441,1,0.2363002457144758,0.19472219713210756,33,0.6063503876917222,0,1
中兴,TERM_01262,0,8.09923669573926,32.27478232521235,114.23172743340626,48.1031290994439,44.08374162638511,57.32890726168293,51.096070655885434,0.09775175087221508,1893.6259568885243,34891.28842113479,-91.95491987,238,59,336.0491674475788,0.46096185132866974,0.12926743379454259,1,0.1764128235991395,0.17037319139265067,23,0.697717172995751,1,1
威胜,TERM_01263,0,4.526785871259728,15.400107607264786,62.196612426683785,28.14988175755657,26.253920061758603,48.23017408055997,45.64605259141976,0.08732310143393568,7005.919838202237,63780.45750070682,-64.33061463,71,24,55.82978247367258,0.7572520281732336,0.027792171284283063,0,0,0.08176742396265894,15,0.7722557955884067,0,0
中兴,TERM_01264,0,2.0527122069401047,53.821833242175,13.54981900524575,16.56510631910695,17.64543050128787,43.50612128145104,48.16040799446622,0.017307195392714525,7489.319648723455,62026.365972509986,-61.86885406,57,9,49.04483992061825,0.7799274502382759,0.01584239137551207,0,0.0577679876337815,0.031557068968004504,0,0.8821188363678832,0,0
林洋,TERM_01265,0,5.037167599864791,76.80895338353687,74.65977974174322,56.282946859208806,56.2741423883605,57.456778747709144,42.308553810787465,0.1579435309187402,1802.0063699132688,7480.507856495979,-102.9635917,307,67,376.6004428272607,0.30554360881094966,0.12542181683254724,0,0.1749858648141116,0.15941343193618082,38,0.717920279854041,0,0
华为,TERM_01266,0,6.077694425667036,34.45085638856442,59.661765625925156,31.54069265723313,32.8245456445998,39.394887663459116,37.82559100495265,0.0562684844860716,5394.438244937652,41790.48681900461,-84.66851234,145,21,169.08301493576323,0.4140367085922967,0.09330212175098028,0,0.09803167007609967,0.09823484555177392,16,0.9248418036107426,0,0
华为,TERM_01267,1,9.120847389142991,98.5607759659585,77.90527193441753,72.8238464744227,66.3334259578319,69.15709258137086,71.46427367138419,0.2047865219549347,531.795146470008,776.2912418634864,-112.0305179,393,77,508.601784375589,0.18451919957510798,0.21685139719637855,0,0.2120899728497295,0.22106909553020318,26,0.6634313540147962,1,1
威胜,TERM_01268,0,9.14439311433358,86.93078709941557,53.009394133505715,46.26319262535337,38.678779444932765,42.634603215625724,30.011246173995666,0.13557877013112318,2123.368024367428,8288.348823455117,-102.4579473,354,68,414.70230196043224,0.4140795100869542,0.14131771272864552,1,0.17143325520240008,0.1446961380907451,23,0.7040725066702181,1,1
中兴,TERM_01269,0,0.5,7.11654586142615,19.436194662583116,12.539971432325046,3,34.639327749064115,28.562852449106547,0.017973361405499082,6924.218585569277,67542.10139750571,-55.85577059,37,0,57.67800885594024,0.8989205605568628,0.1160880009850298,0,0.04098403667273442,0,0,0.8540857451231535,0,0
林洋,TERM_01270,0,4.299956867718647,80.8862755205378,54.61505820432516,42.342343425407805,36.36563844311484,36.88325166592579,33.53790478951852,0.02083906603905778,5098.56819325853,40517.42044813636,-69.97091124,141,21,208.67124320210758,0.5053206507704002,0.05745030098147294,0,0.12606253610995094,0.07780317696619835,12,0.842202037862366,0,0
中兴,TERM_01271,0,5.970974081030256,36.8973827475352,1,21.33312871232146,15.912290729025903,35.612747433922166,42.66642650106296,0.04169123700970219,7531.23341060837,58912.67831099915,-67.22216091,59,19,46.58827155085271,0.8696527329773214,0.03054150858559282,0,0.13284060596825814,0.014899267079983389,13,0.8911743678904992,0,0
威胜,TERM_01272,0,4.658205388692075,63.22979839839043,45.602174405409194,31.54767496389739,25.829666892211645,45.80993279319061,53.84989882264395,0.059810720395751166,4185.626721377184,37994.78532610037,-105.4663137,272,51,319.51684894800553,0.4307372679785045,0.13873448120917115,0,0.15610023756086203,0.1736447670446936,23,0.8810848010153731,0,0
华为,TERM_01273,0,3.5636756723899814,49.64751502327384,12.735501882730283,35.7796623818834,33.240804657123206,53.77359855016909,41.149378872295614,0.06760803384696651,6094.4137580995375,55308.368912855636,-80.87696906,154,43,138.02787634385578,0.6623596244350659,0.09568593963851285,0,0.08429554913532436,0.0484596514728339,7,0.7517156208932816,0,0
鼎信,TERM_01274,1,8.130584199368558,93.77909577382519,117.27195715955284,68.57539929282589,66.16669228499246,72.64281014207451,65.82941591117441,0.1624730916367324,344.22520851636546,2890.9101788006847,-110.3594084,350,75,487.96706600209194,0.24493289068528928,0.2107165901674894,0,0.22863212117700127,0.1870849114395454,40,0.5556911359209595,1,1
华为,TERM_01275,0,1.6181888647694525,16.002362515413196,56.10134075801332,28.941332701110497,23.614191292979484,38.19175704016561,34.38870303191016,0.05185975435740693,7531.169609695958,61594.1373460982,-64.46303559,80,6,23.067070357348765,0.7897200132758571,0.06583232848092313,0,0.08760416624483956,0.01238324790502816,0,0.983974604191959,0,0
华为,TERM_01276,0,2.381223500298089,61.596655678842566,53.95724586676299,21.088234207169936,17.822088721674433,36.12066941425956,34.459396430802414,0.04594893214417356,7230.905186230428,67273.1913107989,-69.51664237,83,19,85.07765078514319,0.79787170168445,0.017526385211855858,1,0.08109539372786341,0.029939678760067902,1,0.9776809360116888,0,0
中兴,TERM_01277,0,2.6057991719345366,28.701594453097588,47.318026737592085,28.445283459099368,27.57900497463083,51.836694001906565,48.04148148577792,0.03836058118383711,7219.491318812813,65052.7118270415,-66.5543647,86,21,98.24624515101559,0.6473252583009308,0.06456469956040088,0,0.023340028137568275,0.07839917740764912,12,0.9016657136530434,0,0
中兴,TERM_01278,0,5.520837881394868,86.41907146671821,97.94451468435969,47.447486769313805,38.453554943459324,70.03463837616846,59.345954565467295,0.15384970414992782,2074.3895020606365,21856.88710839365,-94.5909209,322,59,410.9558999660163,0.29017213761370664,0.11188048306482676,1,0.16834125546562936,0.1854477956921683,32,0.6714684834660389,0,0
中兴,TERM_01279,1,11.929431812706987,82.46562929002381,79.70474862744105,73.0523527918859,72.7184553697873,68.68341105971975,57.729550089903825,0.1923933294287233,385.4309720441237,0,-115.9548543,436,81,576.0180390717021,0.011347009087984791,0.23091215165906936,0,0.25208105996778574,0.21862003964476762,39,0.6307032220089366,1,1
鼎信,TERM_01280,0,3.7925545406626906,23.06027319599406,71.80297358904018,23.841133471951252,15.784305235129601,54.96960282779029,40.72209428356622,0.0041073263040023525,6987.431760703684,51070.82421347375,-53.0005819,55,11,123.19930220068586,0.7918735544831204,0.08289425981438468,0,0.06400840969983994,0.08206796632786546,7,0.994669474367584,0,0
