通信前置节点状态,采集前置节点状态,大数据集群正常节点数,大数据集群异常节点数,大数据内存使用率,大数据容量使用率,hive运行状态,hbase运行状态,yarn运行状态,spark运行状态,zookeeper运行状态,HDFS运行状态,flink运行状态,dolphinscheduler状态,大数据角色健康数,hive小文件占比,HDFS存储使用率,swap使用率,服务器正常主机数,服务器异常主机数,服务器cpu使用率,服务器内存使用率,服务器磁盘使用率,k8s节点正常数,k8s_cpu使用率,k8s内存使用率,k8s_cpu平均负载,k8s磁盘使用量,kafka正常运行数,kafka_lag超阈值数,redis当前连接数,redis最大连接数,redis运行状态,redis内存使用率,mysql运行状态,mysql连接数,mysql最大连接数,mysql慢sql数,oracle运行状态,oracle连接数,oracle最大连接数,oracle慢sql数,nacos运行状态,nacos长连接数,es磁盘内存使用率,es运行状态,调控任务状态,数据校核任务状态,数据路由任务状态,数据入库任务状态,重点微应用正常数,重点微应用预警数,重点微应用异常数,spark计算成功数,spark计算总数,flink计算成功数,flink计算总数,重点微服务正常数,重点微服务总数,终端在线率,采集成功率,电能示值曲线完整率,功率因数曲线完整率,采集覆盖率,电流完整率,电压完整率,异常标签,采集时间
1,1,8,2,75.61247427942875,79.36743633149416,1,1,1,0,1,1,1,1,5,58.97031229842795,40.3559955250487,13.89243040426745,20,0,25.355995525048698,40.14212306424503,36.28081588574835,12,24.16501083368744,34.26768103490852,2.183542345719851,39.10626057096208,3,0,94,500,1,30.355995525048698,1,43,300,0,1,34,300,0,1,188,33.87656759289889,1,1,0,1,1,23,0,0,0,10,5,7,18,20,89.14239821001948,52.967982018248414,40.48853233592011,60.31775414557738,57.2270955084697,54.46418430800808,67.14851407553488,0,2025-02-24 08:15:00
1,1,11,0,37.40722666024564,32.40722666024564,1,1,1,1,1,1,1,1,11,0.09566737901424649,37.40722666024564,7.03382962653508,21,0,22.40722666024564,34.655197648103744,27.039089367449098,10,26.046236231893687,37.07895660075471,1.846540189742359,25.962276953631168,3,0,81,500,1,27.40722666024564,1,36,300,0,1,28,300,0,1,163,31.349051423067692,1,1,1,1,1,22,0,0,12,13,8,6,17,21,87.96289066409825,96.05817523717795,93.69308037948471,92.1163504743559,94.48144533204913,92.9047154269203,93.69308037948471,1,2025-01-03 04:05:00
1,0,5,1,82.7017205024532,80.3920837276914,1,1,1,0,1,1,1,1,4,62.668167230650496,72.41537898551935,9.889048806512529,20,0,30.744989133030032,46.36855836593733,42.55813879813154,5,75.1063856781377,74.12494085650397,12.058773190555,32.04700660720799,5,0,117,500,1,35.74498913303003,1,55,300,0,1,44,300,0,1,234,38.4957049711686,1,1,1,1,1,18,0,0,8,10,8,7,17,19,91.29799565321201,41.0593685015273,31.444276605101045,41.932235039629084,32.95233614580085,29.24450184335558,25.47884373579612,5,2025-01-27 02:55:00
0,1,8,0,39.40272427948443,34.40272427948443,1,1,1,1,1,1,1,1,9,14.876634300181234,39.40272427948443,26.469848353708404,22,0,76.1660846304299,72.80810496405789,32.735324065069875,9,77.41549407209875,78.23078932857003,11.541521157607477,37.562864772094954,4,0,446,500,1,75.53546644969543,1,41,300,0,1,32,300,0,1,180,33.059477953843796,1,1,1,1,0,20,0,0,14,10,6,8,19,17,25.899657238686128,41.61287158955742,53.76722736277668,32.531982662713894,69.2058716605158,34.21134180719945,50.12741330546562,7,2025-01-21 05:50:00
1,1,10,0,41.09332157801369,36.09332157801369,1,1,1,1,1,1,1,1,10,12.691557297215944,41.09332157801369,8.774034740688329,18,0,26.093321578013693,40.31590664719033,38.85574957295634,8,28.602337791525436,34.49091745617406,2.267808180344422,38.42999361744236,3,0,97,500,1,31.093321578013693,1,45,300,0,1,35,300,0,1,195,34.508561352583165,1,1,1,1,1,20,0,0,9,14,7,7,21,21,89.43732863120547,96.58476022543053,94.53561636068885,93.16952045086106,95.21866431560274,93.85256840577495,94.53561636068885,5,2025-01-07 01:05:00
1,1,8,2,70.13377237029084,68.18397835595745,1,1,1,0,1,1,1,1,6,58.77016174609825,41.70016780495401,19.052565482863866,23,0,26.700167804954013,34.21098137135914,39.58886122443797,10,30.1372406068309,34.89857600734661,2.337162034851887,34.962464856617686,3,0,100,500,1,31.700167804954013,1,46,300,0,1,36,300,0,1,200,35.02871526138915,1,1,0,1,1,20,0,0,2,9,7,6,16,18,89.68006712198161,59.04646237306445,42.013750101113075,69.71779157600729,78.9200341675393,50.23301190294393,61.58426515256366,5,2025-02-23 01:45:00
1,1,12,0,48.33735521666006,43.33735521666006,1,1,1,1,1,1,0,0,9,1.4335999764185725,48.33735521666006,30.020949208757525,20,0,82.94456109752326,71.8908935857785,37.20899016042813,9,34.62905413239337,45.365975309536594,3.095697739046863,39.26858886846215,0,7,452,500,0,68.11859744831446,1,61,300,0,1,49,300,0,0,410,40.71773304285148,1,0,1,1,1,15,2,2,14,13,0,6,14,18,92.33494208666403,97.61962217380858,96.19139547809372,95.23924434761716,96.66747104333201,95.71531991285545,96.19139547809372,1,2025-02-07 15:35:00
1,1,12,0,77.6271142746591,72.20390834228077,1,1,1,1,1,1,0,1,9,65.42047906472882,95.75782446829648,19.0826287795634,19,0,31.26180705065791,46.425201836689034,34.972331009658575,11,28.33471659895799,39.702744852635725,2.858492234360904,37.26517533286776,4,4,119,500,1,36.26180705065791,1,57,300,0,1,45,300,0,1,239,93.08684316602836,1,1,1,0,0,19,0,0,1,10,0,6,17,17,91.50472282026317,97.32311529295113,95.7169844687218,94.64623058590226,96.25236141013158,95.18160752731204,95.7169844687218,5,2025-02-17 20:50:00
1,1,10,0,47.35178045157146,42.35178045157146,1,1,1,1,1,1,1,1,9,1.600686649767059,47.35178045157146,9.292717035534078,18,0,32.35178045157146,43.95246907148502,30.412873598736084,10,35.299870813020426,44.441029692502994,2.9830606230367387,39.27559165117799,4,0,124,500,1,37.35178045157146,1,59,300,0,1,47,300,0,1,248,39.872954672775535,1,1,1,1,1,23,0,0,12,12,5,7,16,15,91.94071218062858,97.47882577879592,95.96612124607347,94.95765155759184,96.4703560903143,95.46188640183266,95.96612124607347,0,2025-01-10 19:45:00
1,1,5,2,74.26301431537499,85.08001887934626,0,1,1,0,1,1,1,1,5,54.13269658355584,48.34048820122412,15.97733332549026,18,0,33.34048820122412,41.27203526465563,43.78565499117522,8,31.90735243098416,43.70048067007844,3.096055794425613,36.29922847505934,4,0,128,500,1,38.34048820122412,1,61,300,0,1,49,300,0,1,257,40.7204184581921,1,1,0,1,1,19,0,0,1,13,5,9,19,20,92.33619528048965,66.42126120292733,55.41447253693886,65.63039096604679,76.31907061166041,43.91722962644564,60.864167270795775,1,2025-02-18 12:45:00
1,1,6,2,70.0632689570077,69.10339646229512,1,1,0,1,1,1,1,1,5,30.99981946107067,47.17992403236319,1.341332396701751,19,0,32.17992403236319,46.609817483910206,38.958411592901314,11,35.23666391996852,43.59507601202764,2.963419889412936,41.987783572616166,4,0,123,500,1,37.17992403236319,1,59,300,0,1,46,300,0,1,247,39.72564917059702,1,1,0,1,1,20,0,0,1,10,9,9,21,17,91.87196961294528,55.91821468221526,67.69145455815394,68.1145846050438,59.85830506353797,60.81432288097896,63.34702042537661,5,2025-02-20 04:55:00
1,1,9,0,38.34080908887278,33.34080908887278,1,1,1,1,1,1,0,0,11,4.969691238454795,38.34080908887278,26.558338493959013,19,0,77.68124235665097,62.31051432193948,33.67647764272684,8,25.672069602111037,34.10785481631594,1.9532353244426037,28.29589336225409,0,14,429,500,1,92.21017136782625,1,39,300,0,1,30,300,0,1,524,32.14926493331953,1,1,1,0,0,16,5,4,13,8,2,6,8,17,88.3363236355491,96.19154415555326,93.9064706488852,92.3830883111065,94.66816181777456,93.14477947999586,93.9064706488852,4,2025-02-07 04:20:00
1,1,8,0,49.15965335049742,44.15965335049742,1,1,1,1,1,1,0,1,12,14.65584427496994,49.15965335049742,21.901129949646926,19,0,75.49695166113351,82.93414635074788,39.80457702374126,8,34.354041024883045,43.308154084927104,3.1896746686282764,43.42471807151358,1,7,356,500,1,84.37755004778307,1,63,300,0,1,50,300,0,0,602,41.422560014712076,1,0,1,0,1,13,3,3,9,13,1,5,10,17,92.66386134019896,97.73709333578535,96.37934933725656,95.47418667157069,96.83193067009948,95.92676800441362,96.37934933725656,1,2025-02-07 11:35:00
1,1,12,0,50.850730317246516,82.06487541206715,1,1,1,1,1,1,1,1,11,13.593544058787954,85.94544245863958,38.79970073986151,18,1,84.23915414942788,91.34280280787779,77.74483782267326,11,37.93873555831592,45.61494196144126,3.382940607685316,39.25967167994874,5,0,449,500,1,79.72086663427548,0,292,300,27,1,207,300,32,1,278,92.52017269041488,0,1,1,1,0,24,0,0,9,12,6,8,21,15,93.3402921268986,97.97867575960665,96.76588121537063,95.95735151921329,97.17014606344931,96.36161636729196,96.76588121537063,6,2025-03-04 14:05:00
1,1,10,0,77.88249494116599,73.90375962886166,1,1,1,1,1,1,1,1,11,70.09938458682495,93.64295317202556,19.811462375048897,20,0,29.79912687714119,38.3755910784808,38.018401559065666,8,30.532468611771332,39.17794409497757,2.6913287859589934,35.855439504437975,4,1,113,500,1,34.79912687714119,1,53,300,0,1,42,300,0,1,226,76.67183446064922,1,1,1,0,0,18,0,0,3,13,1,8,17,19,90.91965075085648,97.11416098244874,95.38265757191799,94.22832196489749,95.95982537542824,94.80548976840774,95.38265757191799,6,2025-02-16 22:55:00
1,1,10,0,87.37156251229776,75.20493298380087,1,1,1,1,1,1,1,1,10,47.51952339379088,77.21910372443135,8.773199962893884,24,0,26.006507523114323,35.777332371333024,32.70961752000778,8,26.67272316846276,33.90404905773675,2.2578865740702083,29.605407226015963,4,4,97,500,1,31.006507523114323,1,45,300,0,1,35,300,0,1,194,69.96750026834707,0,1,1,0,0,24,0,0,1,10,1,5,15,19,89.40260300924572,96.57235821758776,94.51577314814041,93.14471643517552,95.20130150462286,93.83024479165798,94.51577314814041,1,2025-02-16 11:55:00
1,0,5,1,79.35311708754709,66.59564864477575,1,0,1,0,1,1,1,1,4,53.77784660220864,71.05246296015973,8.479963106293209,18,0,34.471742149602505,42.83825770563021,33.135695415650915,6,69.72558088386822,76.00994500104008,10.833551137632046,38.75575220654691,3,0,133,500,1,39.471742149602505,1,64,300,0,1,51,300,0,1,266,41.69006469965929,1,1,1,1,1,22,0,0,14,13,8,9,18,20,92.788696859841,52.91157297788918,29.982828850208996,51.00189866883357,46.13198309440411,30.36160957057968,49.738292289077634,2,2025-01-28 13:35:00
1,0,5,2,73.18487009862189,83.38078392883855,0,1,1,1,1,1,1,1,6,63.94910786365323,71.96248284657153,12.99295401905453,24,0,32.62645837285406,38.79459767317262,44.52364720732018,3,84.4353357445568,82.3983453901933,14.927995780949423,33.15624517266505,3,0,125,500,1,37.62645837285406,1,60,300,0,1,47,300,0,1,251,40.10839289101777,1,1,1,1,1,24,0,0,14,9,9,9,15,16,92.05058334914162,36.61972864130272,34.32632433553685,42.169921979348786,36.51003916145454,37.299728601001334,48.95905525885128,0,2025-01-28 20:55:00
1,1,9,0,49.75831428427599,44.75831428427599,1,1,1,1,1,1,1,1,10,7.842314910310277,49.75831428427599,6.980434576557897,22,0,34.75831428427599,43.24801912373474,31.972806173188694,8,35.08722854923548,45.457685443599814,3.258093061060113,45.39194697589167,3,0,134,500,1,39.75831428427599,1,65,300,0,1,51,300,0,1,269,41.93569795795085,1,1,1,1,1,21,0,0,9,14,5,6,18,15,92.9033257137104,97.82261632632515,96.51618612212023,95.64523265265028,96.9516628568552,96.08070938738526,96.51618612212023,1,2025-01-12 20:25:00
1,1,6,1,80.07727224934011,86.06104553029765,0,1,0,1,1,1,1,1,6,47.673498729067376,38.38945259900921,18.47856999716039,19,0,23.38945259900921,33.16790588882788,28.15699325742947,9,21.96323742299915,36.12938336414864,1.9587945827439102,36.28840300206806,3,0,85,500,1,28.38945259900921,1,39,300,0,1,30,300,0,1,171,32.19095937057933,1,1,0,1,1,20,0,0,0,10,7,8,20,16,88.35578103960368,71.55177510688482,54.77389586205625,42.22229853719817,67.79732762701205,49.743178093480125,44.51305930077072,6,2025-02-18 07:40:00
1,1,11,0,45.67536283569761,40.67536283569761,1,1,1,1,1,1,0,0,10,3.0571927349239236,45.67536283569761,45.960880574073556,22,0,70.87613781926906,73.21692846022351,37.19732768403355,12,33.413155714280435,39.03947223095526,2.7914700383654414,43.0987332548792,1,3,426,500,0,74.05306528654373,1,55,300,0,1,44,300,0,0,525,38.43602528774081,1,0,1,0,0,10,5,3,11,14,2,8,8,17,91.27014513427905,97.23933754795681,95.58294007673088,94.4786750959136,96.13507256713952,95.03080758632224,95.58294007673088,1,2025-02-05 11:55:00
1,1,10,0,49.108683442841496,96.9881998140855,1,1,1,1,1,1,1,1,12,4.514381220594128,76.18612125621144,69.11241554118212,14,3,82.83083913904493,69.41874325204246,81.52298228621174,12,34.908957859731366,41.42388117542577,3.1838495363247423,34.181838484798014,4,0,461,500,0,78.37295626814564,1,233,300,41,1,191,300,22,1,263,87.71988625747423,1,1,0,1,0,18,0,0,10,13,8,9,21,19,92.6434733771366,97.72981192040592,96.36769907264949,95.45962384081186,96.8217366885683,95.91366145673067,96.36769907264949,2,2025-03-10 07:35:00
1,1,10,0,47.98495880256505,42.98495880256505,1,1,1,1,1,1,1,1,9,4.667117925788293,47.98495880256505,4.146358893074337,20,0,32.98495880256505,47.902684744204706,42.911712419534936,12,31.450872399967906,43.784337745368646,3.055423863150292,32.12497977248704,4,0,127,500,1,37.98495880256505,1,61,300,0,1,48,300,0,1,254,40.41567897362719,1,1,1,1,1,24,0,0,12,14,6,8,17,18,92.19398352102603,97.56927982893787,96.11084772630059,95.13855965787573,96.596991760513,95.62470369208816,96.11084772630059,6,2025-01-04 03:30:00
1,0,5,2,91.70640739299164,64.05531601018426,1,0,1,0,1,1,1,1,3,33.53709475283764,92.38066333050219,16.21245148665861,20,0,31.291709973976353,38.46804971349169,39.66292040466982,5,78.80306129611992,66.84698158099962,18.384953642947544,38.36046042866877,5,0,119,500,1,36.29170997397635,1,57,300,0,1,45,300,0,1,239,38.96432283483688,1,1,1,1,1,24,0,0,10,13,6,7,21,20,91.51668398959055,32.86278603350286,51.93834266555947,27.641199315382465,61.9703903397681,33.88310433963292,36.36666121927421,2,2025-02-02 01:00:00
1,1,8,0,41.753988020006034,94.94904226586988,1,1,1,1,1,1,1,1,11,13.378495908796838,92.62795784301797,68.22716125404625,19,1,70.14991682200234,93.19205273451819,79.58405756766557,10,25.768944193896402,37.63775240444151,2.343312916572118,31.38920589115167,3,0,393,500,0,83.99226929439715,0,275,300,45,1,197,300,34,1,200,75.192664101754,0,1,1,1,0,18,0,0,12,8,6,9,21,17,89.70159520800242,96.67914114571515,94.68662583314423,93.3582822914303,95.3507976040012,94.02245406228727,94.68662583314423,5,2025-03-04 11:40:00
1,1,9,0,42.279164434389834,37.279164434389834,1,1,1,1,1,1,1,1,11,8.159275764597822,42.279164434389834,11.0896391953116,21,0,27.279164434389834,40.314189100263164,39.57327264159959,11,29.11564717794269,38.68656785992859,2.403333078215981,35.39715006279823,4,0,102,500,1,32.279164434389834,1,48,300,0,1,37,300,0,1,205,35.52499808661986,1,1,1,1,1,19,0,0,9,8,7,9,19,19,89.91166577375593,96.75416634776998,94.80666615643196,93.50833269553995,95.45583288687797,94.15749942598596,94.80666615643196,0,2025-01-03 15:20:00
1,1,11,0,46.949203278936,41.949203278936,1,1,1,1,1,1,1,1,11,11.908246263205703,46.949203278936,13.0588477044411,19,0,31.949203278935993,41.987769296870425,35.52966648098998,10,29.220106370798117,42.416502421258336,2.9370518033069706,37.96610439093102,3,0,122,500,1,36.949203278936,1,58,300,0,1,46,300,0,1,245,39.52788852480228,1,1,1,1,1,23,0,0,8,8,5,6,20,20,91.7796813115744,97.42131475413372,95.87410360661394,94.84262950826742,96.3898406557872,95.35836655744069,95.87410360661394,0,2025-01-11 19:50:00
1,1,9,0,48.553009928664025,43.553009928664025,1,1,1,1,1,1,1,1,10,13.644122701880338,48.553009928664025,11.15147373510176,24,0,33.553009928664025,38.28252878113018,38.646383199541916,8,31.39329717427955,44.500741208629805,3.120343991847317,44.72077205874929,3,0,129,500,1,38.553009928664025,1,62,300,0,1,49,300,0,1,259,40.90257993885488,1,1,1,1,1,21,0,0,10,14,5,8,19,19,92.42120397146562,97.65042998980914,96.24068798369463,95.3008599796183,96.71060198573281,95.77077398165646,96.24068798369463,4,2025-01-04 10:10:00
1,1,11,0,69.91759326955615,97.16459679416462,1,1,1,0,1,1,1,1,11,74.17054529690549,81.31249096080074,1.6793428204388827,22,0,22.03067921429225,38.14651858040836,31.012292706020244,8,22.272781483548787,32.92488692037629,1.8035061959191143,26.213500918637074,5,2,80,500,1,27.03067921429225,1,36,300,0,1,28,300,0,1,160,87.99407420511793,1,1,1,0,0,18,0,0,3,14,1,5,20,20,87.8122716857169,96.00438274489889,93.60701239183823,92.00876548979778,94.40613584285845,92.807888940818,93.60701239183823,0,2025-02-14 22:10:00
1,1,6,2,75.89242507178035,83.3050191116595,1,1,0,1,1,1,1,1,6,55.038750400646464,50.688415721332404,10.170166564041205,22,0,35.688415721332404,42.82565194395737,40.80663031218416,10,36.49269018732272,41.61456164978394,3.364390368152275,42.667753373205905,5,0,138,500,1,40.688415721332404,1,67,300,0,1,53,300,0,1,277,42.732927761142065,1,1,0,1,1,19,0,0,2,10,9,7,15,18,93.27536628853296,72.66948251391625,63.35700652885505,62.17113582390053,61.07128273738036,55.87771664467023,66.16566914591755,2,2025-02-19 03:20:00
1,1,12,0,45.705302295794496,40.705302295794496,1,1,1,1,1,1,1,1,10,4.333392757004988,45.705302295794496,43.11835501175318,21,0,75.94654442870541,63.51456532185715,30.478166127742917,11,32.123934596262515,39.716645849467604,2.794891690947943,29.521250264910357,1,8,499,500,1,83.55236920356332,1,55,300,0,1,44,300,0,0,527,38.46168768210957,1,1,1,0,0,17,3,1,14,10,0,6,11,21,91.2821209183178,97.24361461368493,95.58978338189588,94.48722922736985,96.1410604591589,95.03850630463288,95.58978338189588,0,2025-02-07 21:05:00
1,1,11,0,46.224712315772024,41.224712315772024,1,1,1,1,1,1,0,0,12,6.617341621448107,46.224712315772024,34.98456709878725,22,0,77.80704751267265,62.37478974602891,30.875806636740286,11,30.70951303029418,38.60338754349328,2.8542528360882313,36.70007534335683,1,12,457,500,1,69.51942811710559,1,57,300,0,1,45,300,0,0,661,38.90689627066173,1,1,1,0,0,11,6,2,9,10,2,8,11,18,91.4898849263088,97.31781604511029,95.70850567217646,94.63563209022058,96.2449424631544,95.17206888119853,95.70850567217646,4,2025-02-06 02:00:00
1,1,9,0,38.45532408678854,33.45532408678854,1,1,1,1,1,1,0,0,12,12.733405999622224,38.45532408678854,5.023997730013658,21,0,75.16924972493806,69.62459330093546,26.640445121191533,11,83.84911417046389,72.48487589327729,1.9663227527758336,36.9617893977445,4,0,86,500,1,28.455324086788544,1,39,300,0,1,30,300,0,0,535,32.24742064581875,1,0,1,1,1,11,9,8,2,11,1,5,9,18,77.72864725593104,96.20790344096979,93.93264550555166,92.41580688193959,94.69106481735771,93.17422619374562,93.93264550555166,5,2025-03-01 09:25:00
1,1,6,2,84.89720097668781,72.74203330486418,0,1,1,0,1,1,1,1,8,58.505424308437355,49.479087264889486,14.851356555547074,19,0,34.479087264889486,45.47988611905569,36.458165103584705,12,33.75711458718047,44.582492423582465,3.2261814017016555,36.1812110449099,3,0,133,500,1,39.479087264889486,1,64,300,0,1,51,300,0,1,266,41.69636051276242,1,1,0,1,1,19,0,0,2,10,8,6,20,19,92.79163490595579,53.206770094070755,52.86493385150919,40.30797476216532,73.299765235412,54.84153072374205,68.80599938743418,2,2025-02-19 01:40:00
1,1,9,0,39.193409880865254,34.193409880865254,1,1,1,1,1,1,1,1,10,10.821878819490665,39.193409880865254,0.3670614459700894,21,0,24.193409880865254,35.15211284607543,35.09704956156452,8,27.137756844067354,33.9130956154852,2.0506754149560287,37.1203911221354,3,0,89,500,1,29.193409880865254,1,41,300,0,1,32,300,0,1,178,32.88006561217021,1,1,1,1,1,22,0,0,8,8,8,9,21,15,88.6773639523461,96.31334426869503,94.10135082991206,92.62668853739007,94.83868197617305,93.36401968365107,94.10135082991206,3,2025-01-02 00:35:00
1,1,12,0,41.82140777428576,36.82140777428576,1,1,1,1,1,1,1,1,9,14.188370969529089,41.82140777428576,16.22156746910492,24,0,82.28459413227405,75.9280108557723,34.317108033516284,9,79.12375940972322,59.572885136631854,2.351018031346944,38.28352105719241,3,0,100,500,1,31.82140777428576,1,47,300,0,1,36,300,0,1,524,35.13263523510208,1,0,1,1,1,12,4,8,1,8,3,6,9,19,79.18198437055638,96.68877253918367,94.70203606269389,93.37754507836736,95.36428155485716,94.03979057053063,94.70203606269389,3,2025-02-25 09:00:00
1,1,10,0,44.81399819816917,39.81399819816917,1,1,1,1,1,1,1,1,9,9.540473055647297,44.81399819816917,18.137156673695564,22,0,29.813998198169173,39.857806816822276,31.45660974300991,11,29.368456435760265,42.000571593613635,2.6930283655050484,30.153760766184718,3,0,113,500,1,34.81399819816917,1,53,300,0,1,42,300,0,1,226,37.69771274128786,1,1,1,1,1,20,0,0,14,12,6,9,17,17,90.92559927926767,97.11628545688131,95.3860567310101,94.23257091376261,95.96279963963383,94.80931382238636,95.3860567310101,7,2025-01-07 04:45:00
1,1,8,0,43.52909766365656,38.52909766365656,1,1,1,1,1,1,1,1,11,7.715643459485289,43.52909766365656,9.445923518388913,20,0,28.529097663656557,43.93785870864339,37.55995191380656,8,31.854551736576013,36.203022177515855,2.546182590132178,37.288028766243556,4,0,107,500,1,33.52909766365656,1,50,300,0,1,40,300,0,1,215,36.596369425991334,1,1,1,1,1,22,0,0,10,14,7,5,21,19,90.41163906546262,96.93272823766522,95.09236518026435,93.86545647533045,95.70581953273131,94.4789108277974,95.09236518026435,3,2025-01-16 05:10:00
1,1,12,0,41.35650096558638,36.35650096558638,1,1,1,1,1,1,1,0,11,0.7528352681408151,41.35650096558638,10.469729123827321,19,0,84.0746833627808,55.24024034945376,28.157942606611194,10,78.16107567977755,72.1198219538887,2.2978858246384437,37.719415812204616,3,0,98,500,1,31.35650096558638,1,45,300,0,1,36,300,0,0,465,34.73414368478833,1,0,1,1,1,11,5,8,2,11,1,9,7,21,76.69038231642982,96.62235728079806,94.59577164927688,93.24471456159611,95.27130019311727,93.9202431054365,94.59577164927688,1,2025-02-25 23:10:00
0,1,9,0,48.85736319450538,43.85736319450538,1,1,1,1,1,1,1,1,10,14.657836381458752,48.85736319450538,39.74005240120876,18,0,75.40647243823535,72.6276096385499,32.315209600857834,11,72.30225189639116,76.96975452057418,11.351618109558839,33.1867193418379,3,0,497,500,1,80.13277191449869,1,63,300,0,1,50,300,0,1,261,41.1634541667189,1,1,1,1,0,23,0,0,14,14,9,9,16,17,47.536185846654156,46.74805987747416,38.25912032297793,58.71285455311999,44.04504583895222,42.03456852677067,37.941793661514,0,2025-01-19 11:10:00
0,1,9,0,37.86265520864703,32.86265520864703,1,1,1,1,1,1,1,1,9,2.278216314526778,37.86265520864703,26.28050542717903,20,0,77.52503832881045,79.73564057516955,25.129914840290212,12,72.40442355624891,81.2403355753563,11.881259582202613,33.68971117544278,4,0,486,500,1,77.16441046704739,1,37,300,0,1,29,300,0,1,167,31.739418750268882,1,1,1,1,0,22,0,0,13,14,5,8,20,17,33.72250717673526,65.09245022075993,38.96130315750833,62.834786715118376,53.96961599116132,38.76772925590511,37.558715164694654,2,2025-01-21 07:50:00
1,1,7,1,94.16394141340517,68.49048864494895,0,1,1,1,1,1,1,1,5,51.87557042353781,44.54950970476858,8.796160622495552,18,0,29.54950970476858,41.518172483980564,40.60052231785093,8,29.382163595822202,39.99303313089676,2.662801109116409,39.877520591284004,5,0,112,500,1,34.54950970476858,1,53,300,0,1,42,300,0,1,224,37.471008318373066,1,1,0,1,1,19,0,0,0,11,9,5,16,19,90.81980388190743,75.05516271302636,54.55446989719468,40.25991819086337,71.21077604890166,50.58181717528787,57.135974651401995,1,2025-02-21 20:50:00
1,0,6,3,80.89391745706466,64.47142463835914,1,1,1,1,1,1,1,1,5,44.9663022919313,76.02920388005228,7.730768825650573,20,0,26.452001378871152,40.513933576216814,35.60354306976106,5,79.94465785069293,80.07702628563727,14.259191590785637,29.279588433068387,3,0,99,500,1,31.452001378871152,1,46,300,0,1,36,300,0,1,198,34.81600118188956,1,1,1,1,1,24,0,0,11,14,8,6,18,17,89.58080055154846,26.790969024694743,51.24742556777211,44.44496773890596,59.86721790779053,48.957168444310064,46.906781181427135,7,2025-02-02 21:40:00
1,1,8,0,77.36716385222445,84.39102016575981,1,1,1,0,1,1,0,1,11,38.61615461368876,88.87561220097575,4.430408401001948,22,0,31.13554883629881,40.21298065940305,42.95614885501372,9,29.518417940099233,38.65400830354509,2.8440627241484355,33.77898073443455,4,2,119,500,1,36.13554883629881,1,56,300,0,1,44,300,0,1,238,74.17299994877432,1,1,1,0,0,18,0,0,2,9,0,5,19,19,91.45421953451952,97.30507840518554,95.68812544829687,94.6101568103711,96.22710976725976,95.14914112933398,95.68812544829687,2,2025-02-14 05:15:00
1,1,10,0,67.3321644810268,79.280188244652,1,1,1,1,1,1,1,1,9,73.02029500512151,78.88798906347381,7.489849764044571,20,0,29.194420905314985,41.410643166852175,35.78226813480701,12,30.049049945883965,39.975552410557775,2.6222195320359987,35.76379354632721,3,1,110,500,1,34.194420905314985,1,52,300,0,1,41,300,0,1,221,92.22928571675502,1,1,1,0,0,23,0,0,1,13,0,5,16,17,90.67776836212599,97.027774415045,95.244439064072,94.05554883008999,95.838884181063,94.649993947081,95.244439064072,1,2025-02-15 11:30:00
1,1,11,0,90.78089324452797,95.66835647286335,1,1,1,0,1,1,1,1,12,37.651370860254126,94.50670989580973,11.280451732727425,20,0,23.585871087469748,39.766531901547,38.502656952315064,10,24.14395259680157,36.80611645356524,1.9812424099965424,35.65099454616514,5,2,86,500,1,28.585871087469748,1,39,300,0,1,30,300,0,1,173,90.27787558135219,0,1,1,0,0,18,0,0,2,14,1,5,18,16,88.4343484349879,96.22655301249567,93.96248481999308,92.45310602499136,94.71717421749395,93.20779542249223,93.96248481999308,1,2025-02-16 00:45:00
1,1,11,0,40.569668664750736,35.569668664750736,1,1,1,1,1,1,1,1,10,7.191405881453096,40.569668664750736,33.49862190854741,19,0,65.09949465365601,79.79233267847191,37.901199304336664,9,30.197335209499144,34.297435321723455,2.20796213311437,39.97333555766912,1,12,353,500,1,87.34121430364824,1,44,300,0,1,34,300,0,0,566,34.059715998357774,1,1,1,0,0,16,3,4,12,8,1,6,8,19,89.22786746590029,96.50995266639296,94.41592426622874,93.01990533278592,95.11393373295014,93.71791479950733,94.41592426622874,7,2025-02-04 09:20:00
0,1,9,0,49.04185705954245,44.04185705954245,1,1,1,1,1,1,1,1,10,3.7109546019384494,49.04185705954245,24.952475341285407,24,0,78.31407500231313,82.7369573878834,39.577192835645576,12,79.79248640150175,77.97245756090372,12.078518750578283,45.01422106875533,4,0,356,500,1,57.467875211108705,1,63,300,0,1,50,300,0,1,263,41.321591765322104,1,1,1,1,0,24,0,0,10,9,7,5,15,16,57.350529816742785,68.48560643609446,39.69548251061296,63.86461660969009,51.45657656967434,63.27843171118859,52.35911183124343,3,2025-01-20 21:45:00
0,1,9,0,48.72011250837687,43.72011250837687,1,1,1,1,1,1,1,1,9,3.765908236885713,48.72011250837687,28.37252081847847,21,0,83.60103334765793,83.76181933181951,31.995460905140334,12,84.77303427402109,82.63928536724981,13.400258336914483,31.289166766848574,3,0,354,500,1,59.198292941113245,1,62,300,0,1,49,300,0,1,260,41.045810721465884,1,1,1,1,0,19,0,0,9,11,7,5,19,15,49.45603415499921,50.90409024888967,37.64092658675993,57.157692986562935,42.82116988226978,52.95603545383511,37.89781190842117,7,2025-01-21 00:45:00
