user_id,stat_date,kwh
USR00244,2026-05-16,12.83
USR00244,2026-05-15,10.79
USR00244,2026-05-14,10.98
USR00244,2026-05-13,11.13
USR00244,2026-05-12,12.35
USR00244,2026-05-11,12.41
USR00244,2026-05-10,12.96
USR00244,2026-05-09,13.48
USR00244,2026-05-08,12.21
USR00244,2026-05-07,12.68
USR00244,2026-05-06,11.26
USR00244,2026-05-05,10.94
USR00244,2026-05-04,10.74
USR00244,2026-05-03,13.46
USR00244,2026-05-02,12.21
USR00244,2026-05-01,10.27
USR00244,2026-04-30,12.56
USR00244,2026-04-29,11.06
USR00244,2026-04-28,14.74
USR00244,2026-04-27,11.91
USR00244,2026-04-26,13.5
USR00244,2026-04-25,14.01
USR00244,2026-04-24,11.43
USR00244,2026-04-23,12.73
USR00245,2026-05-22,234.26
USR00245,2026-05-21,239.94
USR00245,2026-05-20,200.79
USR00245,2026-05-19,244.41
USR00245,2026-05-18,220.32
USR00245,2026-05-17,239.67
USR00245,2026-05-16,252.88
USR00245,2026-05-15,247.07
USR00245,2026-05-14,239.65
USR00245,2026-05-13,246.45
USR00245,2026-05-12,247.52
USR00245,2026-05-11,266.21
USR00245,2026-05-10,230.79
USR00245,2026-05-09,235.38
USR00245,2026-05-08,253.16
USR00245,2026-05-07,220.22
USR00245,2026-05-06,200.66
USR00245,2026-05-05,243.0
USR00245,2026-05-04,226.81
USR00245,2026-05-03,203.62
USR00245,2026-05-02,243.17
USR00245,2026-05-01,264.72
USR00245,2026-04-30,193.84
USR00245,2026-04-29,255.25
USR00245,2026-04-28,172.83
USR00245,2026-04-27,222.31
USR00245,2026-04-26,274.2
USR00245,2026-04-25,223.98
USR00245,2026-04-24,233.66
USR00245,2026-04-23,249.25
USR00246,2026-05-22,217.95
USR00246,2026-05-21,217.78
USR00246,2026-05-20,256.69
USR00246,2026-05-19,189.65
USR00246,2026-05-18,208.13
USR00246,2026-05-17,196.3
USR00246,2026-05-16,194.01
USR00246,2026-05-15,240.79
USR00246,2026-05-14,216.97
USR00246,2026-05-13,204.37
USR00246,2026-05-12,205.18
USR00246,2026-05-11,204.2
USR00246,2026-05-10,206.14
USR00246,2026-05-09,189.03
USR00246,2026-05-08,210.79
USR00246,2026-05-07,208.62
USR00246,2026-05-06,199.99
USR00246,2026-05-05,219.75
USR00246,2026-05-04,221.58
USR00246,2026-05-03,204.34
USR00246,2026-05-02,213.27
USR00246,2026-05-01,263.1
USR00246,2026-04-30,262.27
USR00246,2026-04-29,193.58
USR00246,2026-04-28,196.6
USR00246,2026-04-27,193.47
USR00246,2026-04-26,239.26
USR00246,2026-04-25,207.77
USR00246,2026-04-24,221.58
USR00246,2026-04-23,259.6
USR00247,2026-05-22,40.84
USR00247,2026-05-21,40.13
USR00247,2026-05-20,35.9
USR00247,2026-05-19,42.18
USR00247,2026-05-18,34.9
USR00247,2026-05-17,43.25
USR00247,2026-05-16,35.9
USR00247,2026-05-15,36.32
USR00247,2026-05-14,33.99
USR00247,2026-05-13,34.62
USR00247,2026-05-12,36.52
USR00247,2026-05-11,28.87
USR00247,2026-05-10,37.25
USR00247,2026-05-09,36.21
USR00247,2026-05-08,41.16
USR00247,2026-05-07,39.76
USR00247,2026-05-06,35.44
USR00247,2026-05-05,36.39
USR00247,2026-05-04,37.25
USR00247,2026-05-03,43.81
USR00247,2026-05-02,35.01
USR00247,2026-05-01,35.4
USR00247,2026-04-30,33.84
USR00247,2026-04-29,32.49
USR00247,2026-04-28,39.31
USR00247,2026-04-27,38.92
USR00247,2026-04-26,43.04
USR00247,2026-04-25,42.12
USR00247,2026-04-24,47.29
USR00247,2026-04-23,37.86
USR00248,2026-05-22,23.45
USR00248,2026-05-21,28.84
USR00248,2026-05-20,27.28
USR00248,2026-05-19,28.71
USR00248,2026-05-18,23.89
USR00248,2026-05-17,27.91
USR00248,2026-05-16,27.51
USR00248,2026-05-15,27.33
USR00248,2026-05-14,25.12
USR00248,2026-05-13,30.16
USR00248,2026-05-12,32.49
USR00248,2026-05-11,23.96
USR00248,2026-05-10,28.9
USR00248,2026-05-09,19.2
USR00248,2026-05-08,28.76
USR00248,2026-05-07,21.92
USR00248,2026-05-06,25.54
USR00248,2026-05-05,23.42
USR00248,2026-05-04,26.38
USR00248,2026-05-03,29.22
USR00248,2026-05-02,21.95
USR00248,2026-05-01,25.99
USR00248,2026-04-30,25.57
USR00248,2026-04-29,31.22
USR00248,2026-04-28,28.12
USR00248,2026-04-27,23.78
USR00248,2026-04-26,25.69
USR00248,2026-04-25,31.15
USR00248,2026-04-24,28.88
USR00248,2026-04-23,24.48
USR00249,2026-05-22,3.16
USR00249,2026-05-21,3.06
USR00249,2026-05-20,2.68
USR00249,2026-05-19,3.01
USR00249,2026-05-18,3.68
USR00249,2026-05-17,3.11
USR00249,2026-05-16,3.2
USR00249,2026-05-15,3.28
USR00249,2026-05-14,3.95
USR00249,2026-05-13,3.24
USR00249,2026-05-12,3.59
USR00249,2026-05-11,3.04
USR00249,2026-05-10,3.15
USR00249,2026-05-09,3.24
USR00249,2026-05-08,2.98
USR00249,2026-05-07,3.17
USR00249,2026-05-06,3.52
USR00249,2026-05-05,2.97
USR00249,2026-05-04,3.23
USR00249,2026-05-03,3.46
USR00249,2026-05-02,2.97
USR00249,2026-05-01,3.59
USR00249,2026-04-30,3.26
USR00249,2026-04-29,3.18
USR00249,2026-04-28,2.58
USR00249,2026-04-27,3.11
USR00249,2026-04-26,3.35
USR00249,2026-04-25,3.8
USR00249,2026-04-24,3.42
USR00249,2026-04-23,3.6
USR00250,2026-05-22,307.26
USR00250,2026-05-21,349.2
USR00250,2026-05-20,283.58
USR00250,2026-05-19,341.25
USR00250,2026-05-18,334.03
USR00250,2026-05-17,319.76
USR00250,2026-05-16,300.98
USR00250,2026-05-15,280.52
USR00250,2026-05-14,366.46
USR00250,2026-05-13,330.88
USR00250,2026-05-12,321.81
USR00250,2026-05-11,298.36
USR00250,2026-05-10,312.39
USR00250,2026-05-09,316.34
USR00250,2026-05-08,323.66
USR00250,2026-05-07,334.07
USR00250,2026-05-06,286.86
USR00250,2026-05-05,265.57
USR00250,2026-05-04,313.83
USR00250,2026-05-03,256.84
USR00250,2026-05-02,301.14
USR00250,2026-05-01,295.37
USR00250,2026-04-30,326.52
USR00250,2026-04-29,372.91
USR00250,2026-04-28,250.69
USR00250,2026-04-27,381.99
USR00250,2026-04-26,303.96
USR00250,2026-04-25,322.04
USR00250,2026-04-24,267.18
USR00250,2026-04-23,342.24
USR00251,2026-05-22,26.24
USR00251,2026-05-21,21.29
USR00251,2026-05-20,26.6
USR00251,2026-05-19,28.64
USR00251,2026-05-18,25.78
USR00251,2026-05-17,29.5
USR00251,2026-05-16,29.39
USR00251,2026-05-15,24.71
USR00251,2026-05-14,30.62
USR00251,2026-05-13,26.52
USR00251,2026-05-12,26.53
USR00251,2026-05-11,26.66
USR00251,2026-05-10,26.59
USR00251,2026-05-09,19.46
USR00251,2026-05-08,25.91
USR00251,2026-05-07,22.8
USR00251,2026-05-06,30.7
USR00251,2026-05-05,30.59
USR00251,2026-05-04,28.65
USR00251,2026-05-03,25.77
USR00251,2026-05-02,23.74
USR00251,2026-05-01,24.67
USR00251,2026-04-30,31.53
USR00251,2026-04-29,24.58
USR00251,2026-04-28,20.18
USR00251,2026-04-27,29.12
USR00251,2026-04-26,30.37
USR00251,2026-04-25,30.78
USR00251,2026-04-24,29.14
USR00251,2026-04-23,29.58
USR00252,2026-05-22,309.59
USR00252,2026-05-21,391.8
USR00252,2026-05-20,415.0
USR00252,2026-05-19,385.42
USR00252,2026-05-18,383.64
USR00252,2026-05-17,353.04
USR00252,2026-05-16,351.57
USR00252,2026-05-15,462.53
USR00252,2026-05-14,463.94
USR00252,2026-05-13,390.61
USR00252,2026-05-12,401.71
USR00252,2026-05-11,352.39
USR00252,2026-05-10,415.82
USR00252,2026-05-09,459.46
USR00252,2026-05-08,330.96
USR00252,2026-05-07,408.83
USR00252,2026-05-06,411.77
USR00252,2026-05-05,411.32
USR00252,2026-05-04,454.9
USR00252,2026-05-03,470.26
USR00252,2026-05-02,381.59
USR00252,2026-05-01,417.01
USR00252,2026-04-30,394.0
USR00252,2026-04-29,366.01
USR00252,2026-04-28,401.29
USR00252,2026-04-27,416.95
USR00252,2026-04-26,399.19
USR00252,2026-04-25,356.28
USR00252,2026-04-24,372.6
USR00252,2026-04-23,372.9
USR00253,2026-05-22,11.25
USR00253,2026-05-21,11.36
USR00253,2026-05-20,11.97
USR00253,2026-05-19,9.97
USR00253,2026-05-18,10.28
USR00253,2026-05-17,12.6
USR00253,2026-05-16,10.73
USR00253,2026-05-15,10.94
USR00253,2026-05-14,10.72
USR00253,2026-05-13,12.14
USR00253,2026-05-12,12.18
USR00253,2026-05-11,12.12
USR00253,2026-05-10,10.94
USR00253,2026-05-09,9.95
USR00253,2026-05-08,13.01
USR00253,2026-05-07,11.84
USR00253,2026-05-06,10.41
USR00253,2026-05-05,12.46
USR00253,2026-05-04,10.32
USR00253,2026-05-03,12.44
USR00253,2026-05-02,12.52
USR00253,2026-05-01,9.9
USR00253,2026-04-30,11.54
USR00253,2026-04-29,11.76
USR00253,2026-04-28,13.76
USR00253,2026-04-27,10.1
USR00253,2026-04-26,12.47
USR00253,2026-04-25,10.93
USR00253,2026-04-24,9.55
USR00253,2026-04-23,10.78
USR00254,2026-05-22,23.25
USR00254,2026-05-21,26.82
USR00254,2026-05-20,28.5
USR00254,2026-05-19,26.63
USR00254,2026-05-18,24.6
USR00254,2026-05-17,25.62
USR00254,2026-05-16,26.0
USR00254,2026-05-15,26.57
USR00254,2026-05-14,28.9
USR00254,2026-05-13,26.72
USR00254,2026-05-12,22.36
USR00254,2026-05-11,24.55
USR00254,2026-05-10,26.44
USR00254,2026-05-09,28.93
USR00254,2026-05-08,29.38
USR00254,2026-05-07,30.62
USR00254,2026-05-06,26.35
USR00254,2026-05-05,27.99
USR00254,2026-05-04,22.23
USR00254,2026-05-03,27.13
USR00254,2026-05-02,23.21
USR00254,2026-05-01,25.85
USR00254,2026-04-30,33.89
USR00254,2026-04-29,26.8
USR00254,2026-04-28,23.76
USR00254,2026-04-27,27.07
USR00254,2026-04-26,24.66
USR00254,2026-04-25,23.51
USR00254,2026-04-24,31.48
USR00254,2026-04-23,28.78
USR00255,2026-05-22,46.04
USR00255,2026-05-21,46.42
USR00255,2026-05-20,55.3
USR00255,2026-05-19,49.38
USR00255,2026-05-18,33.14
USR00255,2026-05-17,59.51
USR00255,2026-05-16,48.79
USR00255,2026-05-15,49.56
USR00255,2026-05-14,53.12
USR00255,2026-05-13,50.14
USR00255,2026-05-12,51.49
USR00255,2026-05-11,45.88
USR00255,2026-05-10,42.02
USR00255,2026-05-09,49.26
USR00255,2026-05-08,54.77
USR00255,2026-05-07,44.81
USR00255,2026-05-06,44.42
USR00255,2026-05-05,53.76
USR00255,2026-05-04,45.72
USR00255,2026-05-03,45.95
USR00255,2026-05-02,46.12
USR00255,2026-05-01,47.6
USR00255,2026-04-30,40.37
USR00255,2026-04-29,45.33
USR00255,2026-04-28,49.02
USR00255,2026-04-27,48.98
USR00255,2026-04-26,53.46
USR00255,2026-04-25,56.73
USR00255,2026-04-24,55.16
USR00255,2026-04-23,52.29
USR00256,2026-05-22,41.6
USR00256,2026-05-21,44.44
USR00256,2026-05-20,46.96
USR00256,2026-05-19,48.01
USR00256,2026-05-18,47.13
USR00256,2026-05-17,43.83
USR00256,2026-05-16,47.86
USR00256,2026-05-15,49.96
USR00256,2026-05-14,48.27
USR00256,2026-05-13,44.22
USR00256,2026-05-12,40.67
USR00256,2026-05-11,40.56
USR00256,2026-05-10,41.34
USR00256,2026-05-09,45.51
USR00256,2026-05-08,46.67
USR00256,2026-05-07,38.09
USR00256,2026-05-06,42.13
USR00256,2026-05-05,45.44
USR00256,2026-05-04,40.37
USR00256,2026-05-03,46.29
USR00256,2026-05-02,43.0
USR00256,2026-05-01,41.16
USR00256,2026-04-30,44.6
USR00256,2026-04-29,46.11
USR00256,2026-04-28,40.6
USR00256,2026-04-27,43.29
USR00256,2026-04-26,46.44
USR00256,2026-04-25,40.98
USR00256,2026-04-24,37.01
USR00256,2026-04-23,37.55
USR00257,2026-05-22,210.59
USR00257,2026-05-21,234.14
USR00257,2026-05-20,282.96
USR00257,2026-05-19,209.13
USR00257,2026-05-18,235.72
USR00257,2026-05-17,294.3
USR00257,2026-05-16,252.48
USR00257,2026-05-15,233.66
USR00257,2026-05-14,238.77
USR00257,2026-05-13,252.99
USR00257,2026-05-12,283.71
USR00257,2026-05-11,229.7
USR00257,2026-05-10,224.2
USR00257,2026-05-09,209.13
USR00257,2026-05-08,245.08
USR00257,2026-05-07,208.48
USR00257,2026-05-06,231.33
USR00257,2026-05-05,220.53
USR00257,2026-05-04,268.63
USR00257,2026-05-03,230.24
USR00257,2026-05-02,252.2
USR00257,2026-05-01,203.66
USR00257,2026-04-30,245.77
USR00257,2026-04-29,213.39
USR00257,2026-04-28,232.25
USR00257,2026-04-27,296.21
USR00257,2026-04-26,265.19
USR00257,2026-04-25,239.46
USR00257,2026-04-24,320.17
USR00257,2026-04-23,220.38
USR00258,2026-05-22,306.35
USR00258,2026-05-21,352.98
USR00258,2026-05-20,313.04
USR00258,2026-05-19,371.11
USR00258,2026-05-18,363.83
USR00258,2026-05-17,350.67
USR00258,2026-05-16,401.32
USR00258,2026-05-15,341.29
USR00258,2026-05-14,373.63
USR00258,2026-05-13,391.49
USR00258,2026-05-12,308.14
USR00258,2026-05-11,334.73
USR00258,2026-05-10,363.75
USR00258,2026-05-09,384.6
USR00258,2026-05-08,413.23
USR00258,2026-05-07,353.99
USR00258,2026-05-06,350.36
USR00258,2026-05-05,330.23
USR00258,2026-05-04,373.74
USR00258,2026-05-03,351.06
USR00258,2026-05-02,351.89
USR00258,2026-05-01,358.41
USR00258,2026-04-30,381.76
USR00258,2026-04-29,341.41
USR00258,2026-04-28,333.87
USR00258,2026-04-27,377.43
USR00258,2026-04-26,252.33
USR00258,2026-04-25,339.96
USR00258,2026-04-24,320.15
USR00258,2026-04-23,405.34
USR00259,2026-05-22,4.3
USR00259,2026-05-21,4.53
USR00259,2026-05-20,4.28
USR00259,2026-05-19,4.37
USR00259,2026-05-18,4.6
USR00259,2026-05-17,4.36
USR00259,2026-05-16,4.36
USR00259,2026-05-15,4.1
USR00259,2026-05-14,4.03
USR00259,2026-05-13,4.58
USR00259,2026-05-12,4.7
USR00259,2026-05-11,3.91
USR00259,2026-05-10,4.9
USR00259,2026-05-09,4.9
USR00259,2026-05-08,5.0
USR00259,2026-05-07,4.69
USR00259,2026-05-06,4.85
USR00259,2026-05-05,5.55
USR00259,2026-05-04,4.42
USR00259,2026-05-03,4.08
USR00259,2026-05-02,3.86
USR00259,2026-05-01,5.36
USR00259,2026-04-30,5.36
USR00259,2026-04-29,4.13
USR00259,2026-04-28,4.22
USR00259,2026-04-27,4.41
USR00259,2026-04-26,5.11
USR00259,2026-04-25,3.97
USR00259,2026-04-24,3.66
USR00259,2026-04-23,5.54
USR00260,2026-05-22,7.31
USR00260,2026-05-21,6.85
USR00260,2026-05-20,7.32
USR00260,2026-05-19,5.94
USR00260,2026-05-18,6.41
USR00260,2026-05-17,7.07
USR00260,2026-05-16,5.41
USR00260,2026-05-15,6.78
USR00260,2026-05-14,6.74
USR00260,2026-05-13,6.78
USR00260,2026-05-12,6.61
USR00260,2026-05-11,6.3
USR00260,2026-05-10,5.72
USR00260,2026-05-09,7.1
USR00260,2026-05-08,6.79
USR00260,2026-05-07,6.03
USR00260,2026-05-06,7.04
USR00260,2026-05-05,6.79
USR00260,2026-05-04,6.67
USR00260,2026-05-03,5.49
USR00260,2026-05-02,7.47
USR00260,2026-05-01,6.13
USR00260,2026-04-30,7.04
USR00260,2026-04-29,6.43
USR00260,2026-04-28,6.72
USR00260,2026-04-27,7.8
USR00260,2026-04-26,7.37
USR00260,2026-04-25,7.79
USR00260,2026-04-24,7.23
USR00260,2026-04-23,7.27
USR00261,2026-05-22,41.95
USR00261,2026-05-21,42.35
USR00261,2026-05-20,48.63
USR00261,2026-05-19,41.13
USR00261,2026-05-18,44.47
USR00261,2026-05-17,44.3
USR00261,2026-05-16,48.34
USR00261,2026-05-15,42.74
USR00261,2026-05-14,46.91
USR00261,2026-05-13,35.94
USR00261,2026-05-12,36.33
USR00261,2026-05-11,33.43
USR00261,2026-05-10,46.73
USR00261,2026-05-09,46.24
USR00261,2026-05-08,47.21
USR00261,2026-05-07,40.39
USR00261,2026-05-06,40.88
USR00261,2026-05-05,42.8
USR00261,2026-05-04,49.58
USR00261,2026-05-03,50.66
USR00261,2026-05-02,46.76
USR00261,2026-05-01,44.76
USR00261,2026-04-30,49.11
USR00261,2026-04-29,42.22
USR00261,2026-04-28,41.63
USR00261,2026-04-27,42.77
USR00261,2026-04-26,39.08
USR00261,2026-04-25,42.57
USR00261,2026-04-24,38.48
USR00261,2026-04-23,47.76
USR00262,2026-05-22,25.94
USR00262,2026-05-21,19.0
USR00262,2026-05-20,27.01
USR00262,2026-05-19,19.12
USR00262,2026-05-18,19.97
USR00262,2026-05-17,21.28
USR00262,2026-05-16,25.66
USR00262,2026-05-15,23.21
USR00262,2026-05-14,22.14
USR00262,2026-05-13,20.89
USR00262,2026-05-12,19.57
USR00262,2026-05-11,25.26
USR00262,2026-05-10,24.51
USR00262,2026-05-09,25.76
USR00262,2026-05-08,23.59
USR00262,2026-05-07,16.7
USR00262,2026-05-06,19.87
USR00262,2026-05-05,23.75
USR00262,2026-05-04,21.85
USR00262,2026-05-03,21.43
USR00262,2026-05-02,20.19
USR00262,2026-05-01,24.84
USR00262,2026-04-30,23.73
USR00262,2026-04-29,23.83
USR00262,2026-04-28,21.26
USR00262,2026-04-27,23.09
USR00262,2026-04-26,19.66
USR00262,2026-04-25,22.4
USR00262,2026-04-24,16.96
USR00262,2026-04-23,19.13
USR00263,2026-05-22,48.59
USR00263,2026-05-21,32.19
USR00263,2026-05-20,34.38
USR00263,2026-05-19,40.12
USR00263,2026-05-18,46.21
USR00263,2026-05-17,40.06
USR00263,2026-05-16,42.02
USR00263,2026-05-15,37.94
USR00263,2026-05-14,37.26
USR00263,2026-05-13,39.59
USR00263,2026-05-12,36.68
USR00263,2026-05-11,42.11
USR00263,2026-05-10,32.96
USR00263,2026-05-09,42.76
USR00263,2026-05-08,39.42
USR00263,2026-05-07,38.42
USR00263,2026-05-06,32.81
USR00263,2026-05-05,35.42
USR00263,2026-05-04,43.97
USR00263,2026-05-03,38.45
USR00263,2026-05-02,40.36
USR00263,2026-05-01,35.81
USR00263,2026-04-30,39.15
USR00263,2026-04-29,33.88
USR00263,2026-04-28,39.66
USR00263,2026-04-27,40.72
USR00263,2026-04-26,40.52
USR00263,2026-04-25,35.72
USR00263,2026-04-24,37.92
USR00263,2026-04-23,41.37
USR00264,2026-05-22,8.78
USR00264,2026-05-21,10.76
USR00264,2026-05-20,8.18
USR00264,2026-05-19,10.01
USR00264,2026-05-18,7.99
USR00264,2026-05-17,9.63
USR00264,2026-05-16,9.68
USR00264,2026-05-15,8.57
USR00264,2026-05-14,7.94
USR00264,2026-05-13,7.26
USR00264,2026-05-12,8.48
USR00264,2026-05-11,9.51
USR00264,2026-05-10,8.06
USR00264,2026-05-09,9.12
USR00264,2026-05-08,7.7
USR00264,2026-05-07,8.82
USR00264,2026-05-06,8.0
USR00264,2026-05-05,8.97
USR00264,2026-05-04,8.58
USR00264,2026-05-03,7.96
USR00264,2026-05-02,8.44
USR00264,2026-05-01,8.19
USR00264,2026-04-30,7.85
USR00264,2026-04-29,10.01
USR00264,2026-04-28,8.71
USR00264,2026-04-27,7.05
USR00264,2026-04-26,8.47
USR00264,2026-04-25,9.86
USR00264,2026-04-24,8.35
USR00264,2026-04-23,10.39
USR00265,2026-05-22,212.71
USR00265,2026-05-21,223.51
USR00265,2026-05-20,211.63
USR00265,2026-05-19,174.68
USR00265,2026-05-18,183.43
USR00265,2026-05-17,226.21
USR00265,2026-05-16,186.22
USR00265,2026-05-15,222.28
USR00265,2026-05-14,193.8
USR00265,2026-05-13,205.38
USR00265,2026-05-12,174.45
USR00265,2026-05-11,190.2
USR00265,2026-05-10,184.79
USR00265,2026-05-09,207.09
USR00265,2026-05-08,204.4
USR00265,2026-05-07,211.89
USR00265,2026-05-06,192.58
USR00265,2026-05-05,183.68
USR00265,2026-05-04,206.22
USR00265,2026-05-03,181.67
USR00265,2026-05-02,224.36
USR00265,2026-05-01,200.2
USR00265,2026-04-30,195.91
USR00265,2026-04-29,211.88
USR00265,2026-04-28,200.97
USR00265,2026-04-27,168.94
USR00265,2026-04-26,181.02
USR00265,2026-04-25,223.94
USR00265,2026-04-24,204.22
USR00265,2026-04-23,168.46
USR00266,2026-05-22,218.97
USR00266,2026-05-21,211.66
USR00266,2026-05-20,205.39
USR00266,2026-05-19,255.13
USR00266,2026-05-18,186.35
USR00266,2026-05-17,212.51
USR00266,2026-05-16,234.73
USR00266,2026-05-15,268.55
USR00266,2026-05-14,244.79
USR00266,2026-05-13,212.32
USR00266,2026-05-12,267.41
USR00266,2026-05-11,200.51
USR00266,2026-05-10,238.09
USR00266,2026-05-09,243.25
USR00266,2026-05-08,211.5
USR00266,2026-05-07,248.12
USR00266,2026-05-06,220.02
USR00266,2026-05-05,248.06
USR00266,2026-05-04,189.27
USR00266,2026-05-03,239.71
USR00266,2026-05-02,222.38
USR00266,2026-05-01,258.61
USR00266,2026-04-30,230.92
USR00266,2026-04-29,260.92
USR00266,2026-04-28,243.71
USR00266,2026-04-27,228.98
USR00266,2026-04-26,250.21
USR00266,2026-04-25,250.36
USR00266,2026-04-24,242.89
USR00266,2026-04-23,178.77
USR00267,2026-05-22,84.77
USR00267,2026-05-21,65.11
USR00267,2026-05-20,81.03
USR00267,2026-05-19,79.72
USR00267,2026-05-18,69.06
USR00267,2026-05-17,59.6
USR00267,2026-05-16,70.22
USR00267,2026-05-15,89.93
USR00267,2026-05-14,68.03
USR00267,2026-05-13,68.55
USR00267,2026-05-12,67.03
USR00267,2026-05-11,83.5
USR00267,2026-05-10,72.65
USR00267,2026-05-09,69.8
USR00267,2026-05-08,84.98
USR00267,2026-05-07,78.77
USR00267,2026-05-06,67.61
USR00267,2026-05-05,65.35
USR00267,2026-05-04,83.08
USR00267,2026-05-03,74.58
USR00267,2026-05-02,62.93
USR00267,2026-05-01,61.18
USR00267,2026-04-30,66.15
USR00267,2026-04-29,65.23
USR00267,2026-04-28,59.22
USR00267,2026-04-27,66.27
USR00267,2026-04-26,67.62
USR00267,2026-04-25,71.01
USR00267,2026-04-24,87.06
USR00267,2026-04-23,72.47
USR00268,2026-05-22,22.94
USR00268,2026-05-21,21.31
USR00268,2026-05-20,22.7
USR00268,2026-05-19,22.44
USR00268,2026-05-18,22.1
USR00268,2026-05-17,27.87
USR00268,2026-05-16,23.82
USR00268,2026-05-15,19.47
USR00268,2026-05-14,22.64
USR00268,2026-05-13,20.1
USR00268,2026-05-12,22.81
USR00268,2026-05-11,18.83
USR00268,2026-05-10,19.41
USR00268,2026-05-09,22.58
USR00268,2026-05-08,24.01
USR00268,2026-05-07,22.93
USR00268,2026-05-06,23.7
USR00268,2026-05-05,22.65
USR00268,2026-05-04,22.21
USR00268,2026-05-03,20.73
USR00268,2026-05-02,23.61
USR00268,2026-05-01,24.07
USR00268,2026-04-30,21.69
USR00268,2026-04-29,21.58
USR00268,2026-04-28,25.31
USR00268,2026-04-27,21.79
USR00268,2026-04-26,22.0
USR00268,2026-04-25,22.89
USR00268,2026-04-24,21.62
USR00268,2026-04-23,20.04
USR00269,2026-05-22,61.23
USR00269,2026-05-21,72.79
USR00269,2026-05-20,66.31
USR00269,2026-05-19,57.81
USR00269,2026-05-18,65.95
USR00269,2026-05-17,63.36
USR00269,2026-05-16,69.52
USR00269,2026-05-15,58.24
USR00269,2026-05-14,62.63
USR00269,2026-05-13,60.86
USR00269,2026-05-12,61.83
USR00269,2026-05-11,56.03
USR00269,2026-05-10,65.01
USR00269,2026-05-09,64.04
USR00269,2026-05-08,69.37
USR00269,2026-05-07,61.41
USR00269,2026-05-06,58.94
USR00269,2026-05-05,66.32
USR00269,2026-05-04,56.59
USR00269,2026-05-03,68.14
USR00269,2026-05-02,68.12
USR00269,2026-05-01,69.2
USR00269,2026-04-30,63.78
USR00269,2026-04-29,58.48
USR00269,2026-04-28,62.14
USR00269,2026-04-27,63.8
USR00269,2026-04-26,58.02
USR00269,2026-04-25,69.66
USR00269,2026-04-24,65.03
USR00269,2026-04-23,55.98
USR00270,2026-05-22,31.62
USR00270,2026-05-21,27.89
USR00270,2026-05-20,28.72
USR00270,2026-05-19,35.98
USR00270,2026-05-18,37.03
USR00270,2026-05-17,34.48
USR00270,2026-05-16,35.45
USR00270,2026-05-15,35.13
USR00270,2026-05-14,33.06
USR00270,2026-05-13,32.35
USR00270,2026-05-12,33.01
USR00270,2026-05-11,33.62
USR00270,2026-05-10,29.0
USR00270,2026-05-09,33.61
USR00270,2026-05-08,35.89
USR00270,2026-05-07,30.67
USR00270,2026-05-06,30.34
USR00270,2026-05-05,32.81
USR00270,2026-05-04,29.28
USR00270,2026-05-03,27.19
USR00270,2026-05-02,34.91
USR00270,2026-05-01,29.91
USR00270,2026-04-30,31.38
USR00270,2026-04-29,29.41
USR00270,2026-04-28,35.32
USR00270,2026-04-27,33.99
USR00270,2026-04-26,30.56
USR00270,2026-04-25,27.62
USR00270,2026-04-24,30.23
USR00270,2026-04-23,33.1
USR00271,2026-05-22,32.83
USR00271,2026-05-21,33.17
USR00271,2026-05-20,34.94
USR00271,2026-05-19,32.34
USR00271,2026-05-18,33.94
USR00271,2026-05-17,29.27
USR00271,2026-05-16,40.77
USR00271,2026-05-15,31.56
USR00271,2026-05-14,33.14
USR00271,2026-05-13,34.32
USR00271,2026-05-12,31.14
USR00271,2026-05-11,32.5
USR00271,2026-05-10,32.46
USR00271,2026-05-09,29.51
USR00271,2026-05-08,33.9
USR00271,2026-05-07,27.12
USR00271,2026-05-06,38.17
USR00271,2026-05-05,35.05
USR00271,2026-05-04,34.55
USR00271,2026-05-03,26.84
USR00271,2026-05-02,29.9
USR00271,2026-05-01,36.99
USR00271,2026-04-30,45.96
USR00271,2026-04-29,36.36
USR00271,2026-04-28,35.85
USR00271,2026-04-27,34.18
USR00271,2026-04-26,29.73
USR00271,2026-04-25,35.71
USR00271,2026-04-24,28.9
USR00271,2026-04-23,28.55
USR00272,2026-05-22,34.28
USR00272,2026-05-21,31.05
USR00272,2026-05-20,31.54
USR00272,2026-05-19,31.18
USR00272,2026-05-18,27.71
USR00272,2026-05-17,29.13
USR00272,2026-05-16,29.29
USR00272,2026-05-15,26.84
USR00272,2026-05-14,29.65
USR00272,2026-05-13,27.85
USR00272,2026-05-12,33.03
USR00272,2026-05-11,33.29
USR00272,2026-05-10,27.19
USR00272,2026-05-09,30.3
USR00272,2026-05-08,37.03
USR00272,2026-05-07,28.17
USR00272,2026-05-06,32.56
USR00272,2026-05-05,31.56
USR00272,2026-05-04,34.64
USR00272,2026-05-03,32.15
USR00272,2026-05-02,29.88
USR00272,2026-05-01,31.44
USR00272,2026-04-30,31.48
USR00272,2026-04-29,30.94
USR00272,2026-04-28,27.11
USR00272,2026-04-27,35.11
USR00272,2026-04-26,34.56
USR00272,2026-04-25,27.97
USR00272,2026-04-24,30.29
USR00272,2026-04-23,30.53
USR00273,2026-05-22,29.53
USR00273,2026-05-21,33.87
USR00273,2026-05-20,35.01
USR00273,2026-05-19,31.08
USR00273,2026-05-18,36.95
USR00273,2026-05-17,40.53
USR00273,2026-05-16,39.37
USR00273,2026-05-15,35.85
USR00273,2026-05-14,29.63
USR00273,2026-05-13,38.91
